OBJECTID;stop_id;stop_code;stop_name;stop_desc;E1 Υπάρχει Στέγαστρο?;E2 Υπάρχει κάθισμα?;Ε3 Ορατότητα;Ε4 Εξοχή πεζοδρομίου;Ε5 Τηλεματική;Ε6 Καθαριότητα;Σταθμός ΜΕΤΡΟ
135;60127;60127;ΣΤΑΘΜΟΣ ΑΤΤΙΚΗΣ;Επί της ΛΙΟΣΙΩΝ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Ναι;Κακή;
136;60128;60128;ΑΓ.ΜΕΛΕΤΙΟΥ;Επί της ΛΙΟΣΙΩΝ;Όχι;Όχι;Καλή;Όχι;Ναι;Κακή;
137;60129;60129;ΘΥΜΑΡΑΚΙΑ;Επί της ΛΙΟΣΙΩΝ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
138;60130;60130;ΙΚΑ;Επί της ΛΙΟΣΙΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
139;60131;60131;ΣΤ.ΥΠΕΑΡ/ΚΩΝ ΛΙΟΣΙΩΝ;Επί της ΛΙΟΣΙΩΝ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Ναι;Μέτρια;
140;60132;60132;ΒΡΕΤΤΟΥ;Επί της ΛΙΟΣΙΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Όχι;Μέτρια;
141;60133;60133;ΤΡΕΙΣ ΓΕΦΥΡΕΣ;Επί της ΛΙΟΣΙΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
142;60134;60134;ΠΛΑΤΕΙΑ ΟΜΟΝΟΙΑΣ;Επί της ΑΘΗΝΑΣ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
143;60135;60135;ΓΕΦΥΡΕΣ;Επί της ΝΙΡΒΑΝΑ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
144;60137;60137;ΖΑΧΑΡΟΠΛΑΣΤΕΙΟ;Επί της ΚΟΥΡΤΙΔΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
145;60138;60138;ΒΡΕΤΤΟΥ;Επί της ΑΥΛΩΝΟΣ ΕΜΠ.ΚΕΝΤΡΟΥ ΝΕΟΤ.;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
146;60139;60139;ΖΑΧΑΡΟΠΛΑΣΤΕΙΟ;Επί της ΚΟΥΡΤΙΔΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
147;60140;60140;ΜΟΥΣΕΙΟ ΟΣΕ;Επί της ΣΙΩΚΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
148;60141;60141;ΓΕΦΥΡΕΣ;Επί της ΡΕΓΓΟΥΚΟΥ;Ναι, κακή κατάσταση;Όχι;Κακή;Όχι;Όχι;Κακή;
149;60144;60144;ΙΚΑ;Επί της ΛΙΟΣΙΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Κακή;
150;60145;60145;ΘΥΜΑΡΑΚΙΑ;Επί της ΛΙΟΣΙΩΝ;Όχι;Όχι;Καλή;Όχι;Ναι;Κακή;
151;60146;60146;ΣΤΑΘΜΟΣ ΑΤΤΙΚΗΣ;Επί της ΛΙΟΣΙΩΝ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
152;60147;60147;ΠΛ.ΑΤΤΙΚΗΣ;Επί της ΛΙΟΣΙΩΝ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Ναι;Κακή;
153;60150;60150;ΠΛ.ΒΑΘΗ;Επί της ΛΙΟΣΙΩΝ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
154;60152;60152;ΑΦΕΤΗΡΙΑ;Επί της ΦΑΒΙΕΡΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
155;60153;60153;ΣΟΥΡΜΕΛΗ;Επί της ΣΟΥΡΜΕΛΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Ναι;Μέτρια;
156;60154;60154;ΑΓ.ΒΑΡΒΑΡΑ;Επί της ΑΓ.ΛΑΥΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
157;60155;60155;ΣΤ.ΕΥΑΓΓΕΛΙΣΜΟΥ;Επί της ΛΕΩΦ.ΒΑΣ.ΣΟΦΙΑΣ;;;;;;;Ναι
158;60156;60156;ΞΑΝΘΙΠΠΗΣ;Επί της ΣΕΠΟΛΙΩΝ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
159;60157;60157;ΣΙΔΕΡΑ;Επί της ΣΕΠΟΛΙΩΝ;Όχι;Όχι;Κακή;Ναι;Ναι;Μέτρια;
160;60158;60158;ΑΓ.ΜΕΛΕΤΙΟΥ;Επί της ΣΕΠΟΛΙΩΝ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Κακή;
161;60159;60159;ΧΡΙΣΤΟΜΑΝΟΥ;Επί της ΑΥΛΩΝΟΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
162;60160;60160;ΠΑΙΔΙΚΗ ΧΑΡΑ;Επί της ΔΥΡΡΑΧΙΟΥ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
163;60161;60161;ΡΟΣΙΝΙΟΛ;Επί της ΔΥΡΡΑΧΙΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
164;60162;60162;ΣΤ.ΜΕΓ.ΜΟΥΣΙΚΗΣ;Επί της ΛΕΩΦ.ΒΑΣ.ΣΟΦΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
165;60163;60163;ΠΑΙΔΙΚΗ ΧΑΡΑ;Επί της ΔΥΡΡΑΧΙΟΥ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Μέτρια;
166;60164;60164;ΧΡΙΣΤΟΜΑΝΟΥ;Επί της ΔΥΡΡΑΧΙΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Καλή;
167;60165;60165;ΑΓ.ΜΕΛΕΤΙΟΣ;Επί της ΒΟΡ.ΗΠΕΙΡΟΥ;Όχι;Όχι;Καλή;Ναι;Όχι;Μέτρια;
168;60166;60166;ΣΙΔΕΡΑ;Επί της ΕΥΑΛΚΙΔΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
169;60167;60167;ΞΑΝΘΙΠΠΗΣ;Επί της ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ;Ναι, κακή κατάσταση;Όχι;Καλή;Όχι;Όχι;Κακή;
170;60168;60168;ΙΟΥΛΙΑΝΟΥ;Επί της ΛΙΟΣΙΩΝ;Όχι;Όχι;Καλή;Όχι;Όχι;Καλή;
171;60169;60169;ΠΛ.ΑΤΤΙΚΗΣ;Επί της ΚΟΝΙΤΣΗΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
172;60171;60171;ΣΤ.ΑΜΠΕΛΟΚΗΠΩΝ;Επί της ΛΕΩΦ.ΑΛΕΞΑΝΔΡΑΣ;;;;;;;Ναι
173;60172;60172;ΣΤ.ΠΑΝΟΡΜΟΥ;Επί της ΠΑΝΟΡΜΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Όχι;Μέτρια;
174;60175;60175;ΣΤΑΘΜΟΣ ΜΕΤΑΞΟΥΡΓΕΙΟΥ;Επί της ΔΗΛΗΓΙΑΝΝΗ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
175;60176;60176;ΙΚΑ ΠΑΤΗΣΙΩΝ;Επί της ΔΡΟΣΟΠΟΥΛΟΥ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Ναι;Ναι;Μέτρια;
176;60177;60177;ΤΕΛΩΝΕΙΟ ΑΘΗΝΩΝ;Επί της ΣΙΔΗΡΟΔΡΟΜΩΝ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
177;60178;60178;ΣΙΔΕΡΑ;Επί της ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
178;60179;60179;ΠΛ.ΚΟΛΩΝΟΥ;Επί της ΑΝΔΡΙΑΝΟΥΠΟΛΕΩΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Καλή;
179;60180;60180;ΚΑΛΛΙΠΟΛΕΩΣ;Επί της ΙΩΑΝΝΙΝΩΝ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
180;60181;60181;ΞΑΝΘΙΠΠΗΣ;Επί της ΙΩΑΝΝΙΝΩΝ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
181;60182;60182;ΠΑΙΔΙΚΗ ΧΑΡΑ;Επί της ΙΩΑΝΝΙΝΩΝ;Όχι;Όχι;Καλή;Όχι;Όχι;Καλή;
182;60184;60184;ΣΧΟΛΕΙΟ;Επί της ΧΑΤΖΗΑΠΟΣΤΟΛΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Καλή;
183;60185;60185;ΣΤ.ΚΑΤΕΧΑΚΗ;Επί της ΜΕΣΟΓΕΙΩΝ;;;;;;;Ναι
184;60186;60186;ΠΝΕΥΜΑΤΙΚΟ ΚΕΝΤΡΟ;Επί της ΚΡΕΟΝΤΟΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
185;60188;60188;ΠΑΙΔΙΚΗ ΧΑΡΑ;Επί της ΙΩΑΝΝΙΝΩΝ;Όχι;Όχι;Καλή;Όχι;Όχι;Καλή;
186;60189;60189;ΞΑΝΘΙΠΠΗΣ;Επί της ΙΩΑΝΝΙΝΩΝ;Όχι;Όχι;Καλή;Όχι;Όχι;Καλή;
187;60190;60190;ΗΛΕΚΤΡΑΣ;Επί της ΙΩΑΝΝΙΝΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
188;60191;60191;ΠΛ.ΚΟΛΩΝΟΥ;Επί της ΙΩΑΝΝΙΝΩΝ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
189;60192;60192;ΣΙΔΕΡΑ;Επί της ΜΑΡΩΝΕΙΑΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
190;60193;60193;ΓΕΦΥΡΑ;Επί της ΣΙΔΗΡΟΔΡΟΜΩΝ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
191;60195;60195;ΠΕΡΟΚΕ;Επί της ΔΗΛΗΓΙΑΝΝΗ;Όχι;Όχι;Καλή;Όχι;Ναι;Κακή;
192;60201;60201;ΣΤ.ΛΑΡΙΣΗΣ(ΑΦΕΤΗΡΙΑ);Επί της ΔΗΛΗΓΙΑΝΝΗ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
193;60203;60203;ΜΕΓ.ΑΛΕΞΑΝΔΡΟΥ;Επί της ΚΟΛΩΝΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
194;60204;60204;ΠΛΑΤΕΙΑ ΜΕΤΑΞΟΥΡΓΕΙΟΥ;Επί της ΛΕΝΟΡΜΑΝ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Ναι;Μέτρια;
195;60205;60205;ΠΑΛΑΜΗΔΙΟΥ;Επί της ΛΕΝΟΡΜΑΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
196;60206;60206;ΣΧΟΛΕΙΑ;Επί της ΛΕΝΟΡΜΑΝ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Μέτρια;
197;60207;60207;ΑΓ.ΚΩΝΣΤΑΝΤΙΝΟΥ;Επί της ΛΕΝΟΡΜΑΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
198;60208;60208;ΑΡΜΟΝΙΑ;Επί της ΛΕΝΟΡΜΑΝ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Μέτρια;
199;60209;60209;ΚΑΔΜΟΥ;Επί της ΛΕΝΟΡΜΑΝ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Μέτρια;
200;60210;60210;ΚΑΠΝΕΡΓΟΣΤΑΣΙΟ;Επί της ΛΕΝΟΡΜΑΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
201;60211;60211;ΠΑΠΑΘΑΝΑΣΙΟΥ;Επί της ΛΕΝΟΡΜΑΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
202;60213;60213;ΠΑΝΑΓΙΤΣΑ;Επί της ΛΕΝΟΡΜΑΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
203;60214;60214;ΠΑΠΑΘΑΝΑΣΙΟΥ;Επί της ΛΕΝΟΡΜΑΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
204;60215;60215;ΚΑΠΝΕΡΓΟΣΤΑΣΙΟ;Επί της ΛΕΝΟΡΜΑΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
205;60216;60216;ΚΑΔΜΟΥ;Επί της ΛΕΝΟΡΜΑΝ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Κακή;
206;60217;60217;ΑΡΜΟΝΙΑ;Επί της ΛΕΝΟΡΜΑΝ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Καλή;
207;60218;60218;ΑΓ.ΚΩΝΣΤΑΝΤΙΝΟΥ;Επί της ΛΕΝΟΡΜΑΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
208;60219;60219;ΚΙΚΙΖΑ;Επί της ΛΕΝΟΡΜΑΝ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
209;60220;60220;ΑΛΑΜΑΝΑΣ;Επί της ΠΑΛΑΜΗΔΙΟΥ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
210;60221;60221;ΑΓ.ΓΕΩΡΓΙΟΥ;Επί της ΠΛΑΤΩΝΟΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
211;60222;60222;ΚΡΙΘΑΡΗ;Επί της ΠΛΑΤΩΝΟΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
212;60223;60223;ΜΑΥΡΟΜΑΤΗ;Επί της ΠΛΑΤΩΝΟΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
213;60224;60224;ΠΑΛΑΙΟ ΤΕΡΜΑ;Επί της ΚΡΑΤΗΛΟΥ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
214;60225;60225;ΚΡΑΤΥΛΟΥ;Επί της ΚΡΑΤΥΛΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
215;60226;60226;ΚΕΤΕ;Επί της ΔΡΑΚΟΝΤΟΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
216;60227;60227;ΑΝΤΙΓΟΝΗΣ;Επί της ΔΡΑΚΟΝΤΟΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
217;60228;60228;ΣΤΑΘ.ΥΠΕΡΑΣ.ΛΕΩΦ.ΚΗΦΙΣΟΥ;Επί της ΕΝΤΟΣ ΥΠΕΡΑΣΤΙΚΟΥ ΣΤΑΘΜΟΥ;;;;;;;
218;60229;60229;ΑΝΤΙΓΟΝΗΣ;Επί της ΔΡΑΚΟΝΤΟΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
219;60230;60230;ΚΕΤΕ;Επί της ΔΡΑΚΟΝΤΟΣ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Κακή;
220;60231;60231;ΚΡΑΤΥΛΟΥ;Επί της ΚΡΑΤΥΛΟΥ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
221;60232;60232;ΠΑΛΑΙΟ.ΤΕΡΜΑ;Επί της ΠΛΑΤΩΝΟΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
222;60233;60233;ΜΑΥΡΟΜΑΤΗ;Επί της ΠΛΑΤΩΝΟΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
223;60234;60234;ΚΡΙΘΑΡΗ;Επί της ΠΛΑΤΩΝΟΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
224;60235;60235;ΑΓ.ΓΕΩΡΓΙΟΣ;Επί της ΠΛΑΤΩΝΟΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
225;60236;60236;ΑΛΑΜΑΝΑΣ;Επί της ΠΑΛΑΜΗΔΙΟΥ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
226;60238;60238;ΜΕΤΑΞΟΥΡΓΕΙΟ;Επί της ΛΕΝΟΡΜΑΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
227;60240;60240;ΠΕΙΡΑΙΩΣ;Επί της ΚΟΛΟΚΥΝΘΟΥΣ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Όχι;Κακή;
228;60241;60241;ΑΓΗΣΙΛΑΟΥ;Επί της ΑΓΗΣΙΛΑΟΥ;Στοά, χωρίς στέγαστρο;Όχι;Κακή;Όχι;Όχι;Μέτρια;
229;60242;60242;ΜΕΤΑΞΟΥΡΓΕΙΟ;Επί της ΑΧΙΛΛΕΩΣ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Ναι;Κακή;
230;60243;60243;ΑΧΙΛΛΕΩΣ;Επί της ΑΧΙΛΛΕΩΣ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Όχι;Κακή;
231;60244;60244;ΜΟΥΣΕΙΟ ΑΚΡΟΠΟΛΗΣ;Επί της ΧΑΤΖΗΧΡΗΣΤΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
232;60245;60245;ΣΠΥΡΟΥ ΠΑΤΣΗ;Επί της ΛΕΩΦ.ΑΘΗΝΩΝ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Όχι;Κακή;
233;60246;60246;ΣΧΟΛΕΙΟ;Επί της ΜΑΡΑΘΩΝΟΜΑΧΩΝ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
234;60247;60247;ΤΕΡΜΑ;Επί της ΜΑΡΑΘΩΝΟΜΑΧΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
235;60248;60248;ΣΧΟΛΕΙΟ;Επί της ΜΑΡΑΘΩΝΟΜΑΧΩΝ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
236;60249;60249;ΓΑΡΔΕΝΙΑ;Επί της ΛΕΩΦ.ΑΘΗΝΩΝ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
237;60250;60250;ΣΑΡΑΚΑΚΗ;Επί της ΛΕΩΦ.ΑΘΗΝΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
238;60251;60251;ΣΤΑΚΟΡ;Επί της ΛΕΩΦ.ΑΘΗΝΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
239;60252;60252;ΠΑΛΙΑΤΖΙΔΙΚΑ;Επί της ΛΕΩΦ.ΑΘΗΝΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
240;60256;60256;ΠΑΛΙΑΤΖΙΔΙΚΑ;Επί της ΛΕΩΦ.ΑΘΗΝΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
241;60258;60258;ΤΡΑΠΕΖΑ;Επί της ΛΕΩΦ.ΑΘΗΝΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
242;60259;60259;ΣΑΡΑΚΑΚΗ;Επί της ΛΕΩΦ.ΑΘΗΝΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
243;60260;60260;ΓΑΡΔΕΝΙΑ;Επί της ΛΕΩΦ.ΑΘΗΝΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
244;60261;60261;ΣΠ.ΠΑΤΣΗ;Επί της ΛΕΩΦ.ΑΘΗΝΩΝ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
245;60263;60263;ΘΕΡΜΟΠΥΛΩΝ;Επί της ΘΕΡΜΟΠΥΛΩΝ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
246;60264;60264;ΜΕΤΑΞΟΥΡΓΕΙΟ;Επί της ΑΧΙΛΛΕΩΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
247;60265;60265;ΑΦΕΤΗΡΙΑ;Επί της ΜΑΡΝΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Κακή;
248;60266;60266;ΣΤΟΥΡΝΑΡΗ;Επί της ΣΤΟΥΡΝΑΡΗ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Κακή;Όχι;Ναι;Κακή;
249;60267;60267;ΑΦΕΤΗΡΙΑ;Επί της ΠΛ.ΚΟΥΜΟΥΝΔΟΥΡΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
250;60269;60269;ΖΗΝΩΝΟΣ;Επί της ΔΕΛΗΓΙΩΡΓΗ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
251;60270;60270;ΑΓΗΣΙΛΑΟΥ;Επί της ΔΕΛΗΓΙΩΡΓΗ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Ναι;Κακή;
252;60272;60272;ΝΙΚΗΦΟΡΟΥ;Επί της ΝΙΚΗΦΟΡΟΥ;Όχι;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Κακή;Όχι;Όχι;Μέτρια;
253;60274;60274;ΤΕΡΜΑ(ΟΜΟΝΟΙΑ);Επί της ΑΘΗΝΑΣ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
254;60275;60275;ΔΗΜΑΡΧΕΙΟ;Επί της ΑΘΗΝΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
255;60278;60278;ΑΦΕΤΗΡΙΑ;Επί της ΑΘΗΝΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
256;60279;60279;ΜΕΝΑΝΔΡΟΥ;Επί της ΣΟΦΟΚΛΕΟΥΣ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Όχι;Κακή;
257;60280;60280;ΑΦΕΤΗΡΙΑ;Επί της ΜΕΝΑΝΔΡΟΥ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Κακή;
258;60281;60281;ΙΚΑ;Επί της ΠΕΙΡΑΙΩΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
259;60282;60282;ΘΕΡΜΟΠΥΛΩΝ;Επί της ΠΕΙΡΑΙΩΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Κακή;
260;60283;60283;ΠΑΛΑΙΑ ΑΓΟΡΑ;Επί της ΠΕΙΡΑΙΩΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
261;60284;60284;ΦΩΤΑΕΡΙΟ;Επί της ΠΕΙΡΑΙΩΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
262;60285;60285;ΚΑΜΠΑ;Επί της ΠΕΙΡΑΙΩΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
263;60286;60286;ΚΟΛΥΜΒΗΤΗΡΙΟ;Επί της ΠΕΙΡΑΙΩΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
264;60287;60287;ΥΠΟΥΡΓΕΙΟ;Επί της ΠΕΙΡΑΙΩΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
265;60288;60288;ΕΛΟΥΛΟΥ;Επί της ΠΕΙΡΑΙΩΣ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Καλή;
266;60289;60289;ΕΡΓΩΝ;Επί της ΠΕΙΡΑΙΩΣ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
267;60290;60290;ΕΡΓΩΝ;Επί της ΠΕΙΡΑΙΩΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
